Star_name,Distance,Mass,Radius,Gravity
sdssj000013542554186de,46.1,9.113642553599999e+28,70777296.90899992,1214.2000569364636
2massj000402886410358,192.0,3.6074835108e+28,116532317.13299993,177.2955327030963
2massj002424630158201,37.7,1.49995367028e+29,77926518.81899999,1648.5172507306947
2massj002741970503417,236.0,5.8858941492000005e+28,102948795.50399993,370.6432628229714
2masswj0030300145033,87.2,1.02528478728e+29,70062374.71799994,1393.9943359838155
2massj003323861521309de,131.0,5.5061590427999995e+28,102233873.31299993,351.5971318717642
2massj003451570523050,31.0,7.974437234399999e+28,67202685.95399994,1178.4549471797186
2mass00361821,28.6,7.974437234399999e+28,67202685.95399994,1178.4549471797186
2masswj0045214163445,57.0,4.3669537235999995e+28,115817394.942,217.2787267524544
wisepj004701066803521fr,40.0,2.2784106383999997e+28,92939884.82999994,176.0410467164833
2massj005019943322402de,34.0,7.594702128e+28,67202685.95399994,1122.3380449330652
2massj005842530651239de,96.0,5.5061590427999995e+28,102233873.31299993,351.5971318717642
2massij0103320193536,70.0,9.873112766399999e+28,70062374.71799994,1342.364916132563
sdsspj010752330041561de,51.0,9.873112766399999e+28,70062374.71799994,1342.364916132563
2massij0117474340325de,163.0,3.797351064e+28,115817394.942,188.93802326300383
2massj014158234633574de,130.0,3.797351064e+28,115102472.751,191.292368446984
sdssj015141691244296,70.0,8.9237750004e+28,69347452.52699994,1238.4366334263539
sdssj020742480000562de,111.0,8.9237750004e+28,69347452.52699994,1238.4366334263539
2massj021038573015313,101.0,2.848013298e+28,109383095.22299999,158.86484308965376
2massj023400936442068,155.0,3.797351064e+28,115817394.942,188.93802326300383
2massj024111510326587de,152.0,5.1264239364e+28,100804028.93099992,336.70141347991955
2massj024313712453298,35.0,6.265629255599999e+28,70777296.90899992,834.7625391438187
lp77121,53.0,1.48096691496e+29,77211596.628,1657.9311541328584
teegardensstar,12.578,1.5189404256e+29,90795118.25699992,1229.7078510792437
2massj025359803206373,184.0,1.2341390958e+29,135835216.28999993,446.40140770557906
wisej02540223,24.0,1.2341390958e+29,135835216.28999993,446.40140770557906
den02554700,16.2,1.5189404256e+29,69347452.52699994,2107.977248385283
2massj031854033421292de,45.0,9.3035101068e+28,69347452.52699994,1291.136064635986
2massj032059651854233,47.0,1.67083446816e+29,82216051.96499993,1649.7053854867931
2massj032310024631237,192.0,4.3669537235999995e+28,118677083.70599999,206.93362261908166
sdssj032553170425401,59.0,8.544039894e+28,67917608.14499994,1236.18851364622
2massj032642252102057de,80.0,3.4176159576e+28,92939884.82999994,264.06157007472495
2massj032842652302051de,98.0,1.02528478728e+29,70062374.71799994,1393.9943359838155
2massj033412184953322,27.0,1.3860331383599998e+29,74351907.864,1673.3068242582376
lp94420,20.9,1.3860331383599998e+29,102233873.31299993,885.0548491944406
2maspj0345432254023,88.0,1.40501989368e+29,75066830.055,1664.073567827919
teide1,380.0,1.0442715426e+29,270240588.1979999,95.4329811379459
2massj035100040052452,48.0,1.93664904264e+29,90795118.25699992,1567.877510126036
2massj035523371133437,29.8,3.797351064e+28,94369729.212,284.5781383444831
2massj041519540935066,18.6,5.696026596e+28,67917608.14499994,824.1256757641465
2massj042850962253227de,85.0,1.5189404256e+29,77926518.81899999,1669.384557701969
2massj043516121606574,34.0,1.8986755319999998e+29,90080196.06599993,1561.630600439116
2massj043627884114465,142.0,7.4048345748e+28,140839671.6269999,249.1446440491341
2massj043901012353083de,29.5,9.113642553599999e+28,69347452.52699994,1264.7863490311697
2massj044337640002040,82.0,4.1770861704e+28,127256149.99799992,172.14803783504945
2massj044553873048204de,42.0,1.21515234048e+29,71492219.1,1586.7166344045677
2massj045100933402150de,69.0,1.97462255328e+27,5147439775.2,0.004973793462398577
2massj050021000330501de,44.0,1.21515234048e+29,71492219.1,1586.7166344045677
2massj050124060010452de,64.0,3.987218617199999e+28,98659262.35799992,273.3886765721484
2massj051609450445499de,73.0,8.9237750004e+28,69347452.52699994,1238.4366334263539
2massj05231403,40.0,1.2910993617600001e+29,72207141.291,1652.6678012497337
sdssj053951990059020,41.62,1.1581920745199998e+29,72207141.291,1482.5402334740254
lsr06023910de,34.6,5.3162914895999995e+28,100804028.93099992,349.171836201398
2massj060852832753583,102.0,7.2149670216e+28,107953250.84099999,413.1893345369554
2massj062445954521548de,39.0,1.0632582979199999e+29,70777296.90899992,1416.566733092541
2massj064118404322329de,65.0,1.27211260644e+29,72207141.291,1628.363862996061
denispj0652197253450de,51.0,1.4240066489999998e+29,75066830.055,1686.5610484742424
2massj070753274900503,60.0,1.36704638304e+29,73636985.673,1682.5866846122526
ugpsj072227510540312,13.4,4.9365563831999995e+28,70062374.71799994,671.1824580662815
2massij0727182171001de,29.6,7.784569681199999e+28,67202685.95399994,1150.396496056392
2massj072900023954043de,25.8,7.0250994684e+28,67202685.95399994,1038.1626915630854
sdssj074201412055205de,49.0,8.1643047876e+28,67202685.95399994,1206.513398303045
denispj0751164253043de,55.0,1.3480596277199998e+29,73636985.673,1659.2174251037488
2massj075223901612157,60.0,3.81633781932e+27,4861470898.799999,0.010776993793094389
denisj0817300615520,16.1,8.3541723408e+28,67202685.95399994,1234.571849426372
2massj082519682115521de,35.0,9.873112766399999e+28,70062374.71799994,1342.364916132563
sdsspj083008124828474de,43.0,9.113642553599999e+28,70777296.90899992,1214.2000569364636
lhs2021,55.0,1.67083446816e+29,82216051.96499993,1649.7053854867931
sdssj083048800128311de,77.0,8.733907447199999e+28,68632530.33599994,1237.4702484573404
2massij0835425081923de,23.53,1.1771788298400001e+29,71492219.1,1537.1317395794251
2massij0847287153237de,43.0,1.21515234048e+29,71492219.1,1586.7166344045677
2massj085336190329321,27.6,1.46198015964e+29,76496674.437,1667.4106478888943
2massij0859254194926de,50.0,9.493377659999999e+28,70062374.71799994,1290.7354962813106
2massij0937347293142,20.0,7.974437234399999e+28,67202685.95399994,1178.4549471797186
2mass09392448,17.4,6.0757617024e+28,67917608.14499994,879.0673874817563
2massj094908601545485de,59.0,9.3035101068e+28,68632530.33599994,1318.1748298784714
2massj100733694555147,46.0,8.3541723408e+28,67202685.95399994,1234.571849426372
2massij1010148040649de,55.0,9.6832452132e+28,70062374.71799994,1316.5502062069368
2massj102248215825453de,60.0,5.1264239364e+28,100804028.93099992,336.70141347991955
2masswj1036530344138de,53.0,9.3035101068e+28,69347452.52699994,1291.136064635986
2massj1047538212423de,34.4,7.974437234399999e+28,67202685.95399994,1178.4549471797186
den10483956,13.15,1.46198015964e+29,76496674.437,1667.4106478888943
luhman16b,6.516,8.1643047876e+28,72922063.482,1024.6782379282668
luhman16a,6.516,7.594702128e+28,72207141.291,972.157530146902
denispj105871548,49.0,1.21515234048e+29,71492219.1,1586.7166344045677
twa28,180.0,6.8352319152e+28,170866403.649,156.25218516002334
cha110913773444,163.0,1.5189404256e+28,128685994.37999994,61.2159195372133
sdssj111010010116131,63.0,1.7088079788e+28,88650351.684,145.11708292998327
2massj111451332618235,18.2,6.265629255599999e+28,68632530.33599994,887.7503956324398
twa26,137.0,5.696026596e+28,157282882.01999998,153.6721947060209
2massj115442233400390de,129.0,7.0250994684e+28,107238328.64999999,407.6980241178403
2masswj1155395372735de,31.0,1.21515234048e+29,71492219.1,1586.7166344045677
2massj120748363900043,217.0,3.2277484044000003e+28,122251694.661,144.1372066665686
2massij1217110031113de,36.0,7.974437234399999e+28,67202685.95399994,1178.4549471797186
2m12376526,45.6,7.784569681199999e+28,67202685.95399994,1150.396496056392
twa29,262.0,3.797351064e+27,1787305477.5000002,0.07933583172022834
sdsspj125453900122474de,38.0,8.9237750004e+28,70062374.71799994,1213.291366504432
kelu1a,61.0,1.19616558516e+29,70062374.71799994,1626.3267253144513
kelu1b,61.0,1.1012318085599999e+29,70062374.71799994,1497.2531756863202
2massj132044270409045,101.0,1.27211260644e+29,72207141.291,1628.363862996061
sdsspj132629820038315de,65.0,9.6832452132e+28,69347452.52699994,1343.8354958456177
sdsspj134646450031504de,48.0,8.3541723408e+28,67202685.95399994,1234.571849426372
2massj135955104034582,51.0,1.19616558516e+29,71492219.1,1561.9241869919963
ulasj141623941348363,29.7,6.0757617024e+28,68632530.33599994,860.8488684920629
sdssj141659785006264de,149.0,1.12021856388e+29,70777296.90899992,1492.45423665107
denispj142527973650234de,38.0,3.987218617199999e+28,94369729.212,298.80704526170723
lhs2924,38.5,1.44299340432e+29,75781752.246,1676.9544351685863
2massj143928371929150,47.0,1.36704638304e+29,73636985.673,1682.5866846122526
lspmj14401339,72.0,1.7467814894399998e+29,85075740.72899993,1610.6949805497982
2massj144825631031590de,47.0,1.12021856388e+29,70777296.90899992,1492.45423665107
cfbdsir145810a,104.0,2.10752984052e+28,107238328.64999999,122.30940723535211
cfbdsir145810b,104.0,1.7088079788e+28,92939884.82999994,132.03078503736248
tvlm51346546,35.1,1.4240066489999998e+29,75066830.055,1686.5610484742424
2mass15032525,20.7,8.3541723408e+28,67202685.95399994,1234.571849426372
cfbdsj150411102717,71.0,8.3541723408e+28,67202685.95399994,1234.571849426372
2masswj1506544132106de,46.0,1.3100861170799998e+29,72922063.482,1644.2511259779164
2mass15071627,23.9,1.1392053192e+29,70777296.90899992,1517.7500711705795
tvlm868110639,53.0,1.49995367028e+29,77211596.628,1679.1866817499465
2masswj1515008484742de,34.0,1.08224505324e+29,70777296.90899992,1441.8625676120507
2massij1526140204341de,67.0,1.02528478728e+29,70062374.71799994,1393.9943359838155
denispj153941960520424de,51.0,1.19616558516e+29,71492219.1,1561.9241869919963
2massj154627183325111de,37.0,8.3541723408e+28,67202685.95399994,1234.571849426372
2masswj1552591294849de,68.0,5.696026596e+28,102233873.31299993,363.72117090182496
2masswj1555157095605de,44.0,1.3480596277199998e+29,73636985.673,1659.2174251037488
2massj161504131340079de,48.0,7.974437234399999e+28,67202685.95399994,1178.4549471797186
sdsspj162414370029156de,36.0,8.1643047876e+28,67202685.95399994,1206.513398303045
2massj162620343925190de,110.0,1.3480596277199998e+29,73636985.673,1659.2174251037488
2masswj1632291190441de,50.0,9.3035101068e+28,69347452.52699994,1291.136064635986
wisepaj164715595632082,28.0,7.784569681199999e+28,67202685.95399994,1150.396496056392
lspmj16587027de,60.0,1.3860331383599998e+29,74351907.864,1673.3068242582376
2massij1726000153819,114.0,4.5568212767999995e+28,100089106.73999992,303.5809887253641
sdsspj175032961759039,90.0,8.9237750004e+28,69347452.52699994,1238.4366334263539
2massj182835724849046,39.0,8.544039894e+28,67917608.14499994,1236.18851364622
lsrj18353259,18.5,1.46198015964e+29,76496674.437,1667.4106478888943
2masswj1841086311727,138.0,1.27211260644e+29,72207141.291,1628.363862996061
2massj184322134040209,46.0,1.8227285107199998e+29,87220507.302,1599.0828753069409
2massj200048417523070,105.0,4.7466888299999995e+28,134405371.90799993,175.3653195207913
sdssj204749610718183,65.0,8.733907447199999e+28,68632530.33599994,1237.4702484573404
2massij2057540025230,47.0,1.3290728724000001e+29,72922063.482,1668.0808524413649
2massij2104149103736,62.0,1.3100861170799998e+29,72922063.482,1644.2511259779164
psoj318522,80.0,1.2341390957999999e+28,109383095.22299999,68.84143200551662
hb21244228,113.0,1.78475500008e+29,86505585.11099993,1591.7560663764173
2massj213926760220226,32.1,8.733907447199999e+28,68632530.33599994,1237.4702484573404
2massj214816284003593,26.3,1.0442715426e+29,70777296.90899992,1391.2708985730314
2masswj2206450421721,93.0,4.1770861704e+28,95084651.403,308.3463412722992
2masswj2208136292121,154.0,5.1264239364e+28,100804028.93099992,336.70141347991955
2masswj2224438015852,38.0,1.1581920745199998e+29,70777296.90899992,1543.045905690089
2massj222828894310262,35.0,7.974437234399999e+28,67202685.95399994,1178.4549471797186
2massj223732553922398,64.0,1.3860331383599998e+29,74351907.864,1673.3068242582376
2masswj2244316204343,56.0,2.2784106383999997e+28,92224962.63899992,178.78094402431154
2massj232246843133231,56.0,4.5568212767999995e+28,99374184.54899992,307.9647729940033
2massj232252996151275,148.0,3.2277484044000003e+28,113672628.369,166.71476840857292
2massj235150442537367,67.0,1.67083446816e+29,82930974.15599993,1621.384789169355
2massij2356547155310,74.0,1.5189404256e+29,77926518.81899999,1669.384557701969
wise04101502,20.0,1.1392053191999999e+28,83645896.34699993,108.6673127879527
wise04586434a,35.9,2.848013298e+28,300267320.22,21.082013105928027
wise04586434b,35.9,1.898675532e+28,271670432.5799999,17.16928491175303
wise14055534,25.3,5.696026596e+28,61483308.426,1005.6428101367509
sun,1.5813e-05,1.989e+30,695700000.0,274.2691614595739
canopus,310.0,2.9835e+31,49394700000.0,0.8161153386021839
alphacentauri,4.4,2.1879e+30,834840000.0,209.51116500384123
arcturus,37.0,2.1879e+30,18088200000.0,0.44629597278924754
vega,25.0,4.3758e+30,1878390000.0000002,82.76984296448046
capella,43.0,5.1714e+30,8348400000.0,4.952082081908975
rigel,860.0,4.574699999999999e+31,54890730000.00001,1.01332978543217
procyon,11.4,2.9835e+30,1321830000.0,113.9622554541166
achernar,144.0,1.33263e+31,6470010000.000001,21.2464259657665
hadar,390.0,2.08845e+31,5983020000.0,38.937617567949246
altair,17.0,3.5802e+30,1252260000.0,152.37175636642996
acrux,320.0,3.5801999999999996e+31,6191730000.0,62.326030883377484
aldebaran,65.0,2.9835e+30,30610800000.0,0.21250193294905007
antares,600.0,2.3868e+31,473076000000.0,0.0071177118025840995
spica,260.0,2.2734269999999998e+31,5196879000.0,56.18003500809
pollux,34.0,3.7790999999999997e+30,6122160000.000001,6.729227876719916
fomalhaut,25.0,3.7790999999999997e+30,1252260000.0,160.8368539423427
mimosa,350.0,3.1824e+31,5843880000.0,62.19255361895101
regulus,77.0,7.558199999999999e+30,2156670000.0,108.45190567600218
adhara,430.0,2.48625e+31,9739800000.0,17.491655705329972
shaula,700.0,2.88405e+31,6122160000.000001,51.354633796020416
castor,52.0,5.5692e+30,1669680000.0,133.3252868206262
gacrux,88.0,2.9835e+30,58438800000.0,0.058305519017766566
bellatrix,240.0,1.7105399999999998e+31,4035060000.0,70.11637302474244
elnath,130.0,9.945e+30,2921940000.0,77.74069202368877
miaplacidus,110.0,6.9615e+30,4730760000.0,20.759992757536956
alnair,101.0,7.956e+30,2365380000.0,94.90282403445465
alioth,81.0,5.7681e+30,2921940000.0,45.08960137373948
alnitak,1050.0,6.5637e+31,13914000000.0,22.62720582041485
dubhe,120.0,8.453249999999999e+30,20871000000.0,1.2951599291146547
mirfak,590.0,1.6906499999999999e+31,47307600000.0,0.5041712526830403
sargas,270.0,1.13373e+31,18088200000.0,2.3126245862715553
kausaustralis,140.0,6.9615e+30,4730760000.0,20.759992757536956
avior,630.0,1.7900999999999998e+31,90441000000.0,0.14606050018557193
alkaid,104.0,1.2132899999999998e+31,2365380000.0,144.72680665254333
menkalinan,81.0,4.75371e+30,1927089000.0,85.43097080483021
atria,390.0,1.3923e+31,64004400000.0,0.22682941046987445
alhena,109.0,5.5692e+30,2295810000.0,70.51915997124031
peacock,180.0,1.17351e+31,3339360000.0,70.23385645015132
alsephina2,80.0,4.7735999999999997e+30,2017530000.0,78.26943965552644
mirzam,500.0,2.68515e+31,6957000000.0,37.02633679704248
polaris,430.0,1.07406e+31,27132300000.0,0.973736667903813
alphard,180.0,5.967e+30,34785000000.0,0.32912299375148873
scheat,196.0,4.1769e+30,66091500000.0,0.0638188630543053
almaaz,653.0,2.9835e+31,97398000000.0,0.20989986846395964
rasalgethi,360.0,5.5692e+30,194796000000.0,0.009795327194984781
tauceti,11.9,1.557387e+30,621260100.0,269.29967110479345
deltapavonis,19.92,1.9710989999999998e+30,848754000.0,182.61269753187165
ran,10.48,1.6309799999999997e+30,514818000.0,410.70254272616984
deltacephei,887.0,8.950499999999999e+30,30958650000.0,0.6232603088337749
titawin,44.25,2.52603e+30,1029636000.0,159.02202111653529
61cygni,11.41,1.3923e+30,462640500.0,434.14192553949175
polarisaustralis,281.0,3.16251e+30,2601918000.0,31.176754176608036
54piscium,36.1,1.51164e+30,653958000.0,235.9037604224493
mira,300.0,2.3867999999999998e+30,257409000000.0,0.00240411244522636
lacaille8760,12.87,1.1933999999999999e+30,354807000.0,632.685493563031
iipegasi,130.0,1.5912e+30,2365380000.0,18.98056480689093
barnardsstar,5.98,2.7846e+29,139140000.0,959.9420651085089
proximacentauri,4.25,2.3868e+29,104355000.0,1462.7688611177277
gliese1214,47.5,3.1824e+29,146097000.0,995.0808579032163
vb10,18.72,1.4917499999999999e+29,69570000.0,2057.0187109468043
trappist1,39.6,1.7702099999999997e+29,83484000.0,1695.1357895765334
2massj05231403,40.3,1.3923e+29,59830199.99999999,2595.841171196618
